model,precision,batch_size,power_mode,schedule,mode,seq_len,gen_tokens,p_peak_w,p_avg_w,p_idle_w,p_p95_w,peak_to_avg,dpdt_max_w_per_s,dpdt_p95_w_per_s,transient_count,temp_max_c,thermal_ramp_c_per_s,energy_total_j,energy_per_inf_j,duration_s,n_inferences,backend,throughput_infps,trace_source,qps,repeat
resnet50,FP32,2,MAXN,default,inference,128,64,21.71904,20.99293269624573,17.245919999999998,21.680256,1.0345881785199131,29.759338167765783,12.454981748224412,0.0,65.968,0.35782324404024446,139.00082312157815,0.14300496205923677,6.611219037999945,972.0,trt-fp32,146.88630852017866,ina3221,146.884,2
resnet50,FP32,4,15W,default,inference,128,64,16.306368,15.763364949640287,12.73296,16.306368,1.0344471533898036,22.322456818308787,9.773510880250578,0.0,59.875,0.36011530078738957,105.78804191224343,0.26781782762593276,6.7104345769994325,395.0,trt-fp32,58.85192974920665,ina3221,58.8759,0
resnet50,FP32,4,15W,default,inference,128,64,16.345472,15.827227263537907,13.0973568,16.306368,1.0327438740742672,19.508238131089577,9.746396444477837,0.0,60.437,0.2873631374407168,105.62327186706264,0.26876150602306015,6.673268825999912,393.0,trt-fp32,58.81805929703275,ina3221,58.8679,1
resnet50,FP32,4,15W,default,inference,128,64,16.384576000000003,15.869487561643837,13.0639552,16.384576000000003,1.0324577864505924,19.182878071497285,10.54471156016821,0.0,60.937,0.26600548428915965,106.09981825510904,0.2692888788200737,6.675138462999712,394.0,trt-fp32,58.95749576195295,ina3221,58.9194,2
resnet50,FP32,4,25W,default,inference,128,64,21.055616,20.084360942760945,15.4576512,21.016768,1.0483587732767334,28.924455901714076,14.342714050459993,0.0,62.937,0.5281298992577435,134.1438753342247,0.23954263452540125,6.673808178999934,560.0,trt-fp32,83.776232292859,ina3221,83.8462,0
resnet50,FP32,4,25W,default,inference,128,64,20.900223999999998,19.999050935251798,15.461568,20.861376,1.0450607915178478,28.778550985441136,14.307950467048443,0.0,63.718,0.43421714486762375,133.67526176387202,0.23870582457834288,6.668855911999344,560.0,trt-fp32,83.83518551230117,ina3221,83.8876,1
resnet50,FP32,4,25W,default,inference,128,64,20.865792000000003,20.022469152057248,15.584947199999998,20.861376,1.0421188236844459,29.13009475858582,14.438762837505488,0.0,64.406,0.3988047036167705,134.1089857800587,0.23948033175010483,6.689446448000126,560.0,trt-fp32,83.65479881983693,ina3221,83.7197,2
resnet50,FP32,4,MAXN,default,inference,128,64,22.30272,21.44809057923497,16.974592,22.264,1.0398464104582084,32.778679960429464,14.679955222948236,0.0,65.406,0.4980009812812579,142.47411873489878,0.24995459427175223,6.629627955000615,570.0,trt-fp32,85.8672162723641,ina3221,85.8868,0
resnet50,FP32,4,MAXN,default,inference,128,64,22.34144,21.453631308108108,16.841856,22.30272,1.0413826768597612,29.996737747932883,14.939581818067051,0.0,66.156,0.4099270131904214,143.16755591431786,0.2507312713035339,6.661252782999327,571.0,trt-fp32,85.63741932358123,ina3221,85.7037,1
resnet50,FP32,4,MAXN,default,inference,128,64,22.38016,21.585204221498373,17.586284799999998,22.34144,1.0368287355701675,31.393750923454718,14.558432842439588,0.0,66.812,0.35656612557610107,143.29472381830607,0.25139425231281765,6.638951513999928,570.0,trt-fp32,85.75316281975576,ina3221,85.6916,2
resnet50,FP32,8,15W,default,inference,128,64,16.658304,16.11750286451613,13.282048000000001,16.6192,1.0335536553044136,22.79797743692692,9.852547234450656,0.0,59.843,0.3695779819906842,111.95267413591179,0.5088757915268718,6.943477054000141,220.0,trt-fp32,31.671400658822897,ina3221,31.7163,0
resnet50,FP32,8,15W,default,inference,128,64,16.658304,16.124163539170507,13.124863999999999,16.6192,1.033126708218501,21.268417936141,10.010540275964463,0.0,60.593,0.3028739304571895,112.18121035604163,0.5076072866789214,6.959497781999744,221.0,trt-fp32,31.755374768924813,ina3221,31.7426,1
resnet50,FP32,8,15W,default,inference,128,64,16.697408,16.17934130153322,13.4117248,16.658304,1.03202025897171,20.707915194857765,9.908830609717237,0.0,61.125,0.2602170735032323,112.7975711893439,0.510396249725538,6.965786579000451,221.0,trt-fp32,31.712611254752513,ina3221,31.691,2
resnet50,FP32,8,25W,default,inference,128,64,21.366400000000002,20.459013921708188,15.784704,21.292416,1.0443514082234935,28.741662226706318,14.425820627555089,0.0,63.062,0.5318438949083383,137.65444022634836,0.4558094047230078,6.713100736999877,302.0,trt-fp32,44.98471430579536,ina3221,44.9699,0
resnet50,FP32,8,25W,default,inference,128,64,21.369984,20.57421016216216,16.42368,21.3312,1.0386782205278207,30.893188842675425,12.998800204995671,0.0,64.0,0.3948857219338449,137.32157573141296,0.4547072044086522,6.686909896000543,302.0,trt-fp32,45.12649169224789,ina3221,45.1637,1
resnet50,FP32,8,25W,default,inference,128,64,21.408768,20.527116368794328,16.0443712,21.369984,1.0429505837724957,31.490882980913483,14.515948396055768,0.0,64.781,0.387012061793673,137.79242668300975,0.45476048410234243,6.698439957000119,303.0,trt-fp32,45.18840740044588,ina3221,45.2175,2
resnet50,FP32,8,MAXN,default,inference,128,64,22.41888,21.586450802919707,17.386464,22.38016,1.0385625781968615,29.716768741611908,14.612606844445724,0.0,65.562,0.4753857916369725,143.9414670065779,0.47821085384245154,6.650003837999975,301.0,trt-fp32,45.24276481714419,ina3221,45.1712,0
resnet50,FP32,8,MAXN,default,inference,128,64,22.4576,21.63730411764706,17.624608000000002,22.41888,1.0379111869895068,30.740427444957902,14.724904195309604,0.0,66.25,0.39881895876063894,144.74619364580832,0.47929203193976266,6.668091057999845,302.0,trt-fp32,45.23098910558607,ina3221,45.2394,1
resnet50,FP32,8,MAXN,default,inference,128,64,22.41888,21.61748196539792,17.706592,22.38016,1.0370717568255563,31.307884286773465,14.653273351031535,0.0,66.812,0.37634439551987403,144.40696099279745,0.47975734549102145,6.671792784999525,301.0,trt-fp32,45.04521800756948,ina3221,44.9737,2
resnet50,FP32,16,15W,default,inference,128,64,17.41184,16.756955767840157,14.456992,17.333759999999998,1.0390813368032332,19.695326190179415,7.349266258261759,0.0,60.375,0.2205271239854639,210.14099524209513,0.9959288874032944,12.532477871999617,211.0,trt-fp32,16.821273823165548,ina3221,16.786,0
resnet50,FP32,16,15W,default,inference,128,64,17.127552,16.748989510436434,14.5668416,17.088448,1.0226021091796422,21.83510061376292,7.176507164681519,0.0,61.406,0.1607826327329787,210.09596422424232,1.000456972496392,12.532703196000512,210.0,trt-fp32,16.752855086879077,ina3221,16.7794,1
resnet50,FP32,16,15W,default,inference,128,64,17.127552,16.75772408720379,14.4923008,17.127552,1.0220691014407268,20.370638233588934,7.3874834996509495,0.0,62.281,0.14625443973090643,210.04826616334492,0.9954894130964215,12.521380041000157,211.0,trt-fp32,16.8418618840114,ina3221,16.8031,2
resnet50,FP32,16,25W,default,inference,128,64,21.641472,20.81738887173101,16.6270208,21.563903999999997,1.0395862868944172,31.039116263518572,13.440633626347038,0.0,64.312,0.3566390388642717,191.32525845431746,0.889884923043337,9.187796173000606,215.0,trt-fp32,23.389681935370938,ina3221,23.4225,0
resnet50,FP32,16,25W,default,inference,128,64,21.602687999999997,20.880392170212765,17.109280000000002,21.525119999999998,1.0345920624430434,28.86106809614834,12.130870751476472,0.0,65.406,0.29450447442509603,193.46747272379523,0.8956827440916446,9.267481419000433,216.0,trt-fp32,23.281998340689263,ina3221,23.2804,1
resnet50,FP32,16,25W,default,inference,128,64,21.602687999999997,20.872755001293662,16.998016,21.525119999999998,1.0349706111464967,31.10781486399483,12.70641903531087,0.0,66.156,0.2769898405158743,194.4856002118999,0.9003962972773144,9.318620853000539,216.0,trt-fp32,23.17910013366251,ina3221,23.194,2
resnet50,FP32,16,MAXN,default,inference,128,64,22.14784,21.577050739726026,18.182304000000002,22.10688,1.026453534691054,29.61944393516109,10.82266213821585,0.0,66.843,0.2776876685005403,206.5676338301314,0.9607796922331693,9.574151432999315,215.0,trt-fp32,22.444706991421953,ina3221,22.3934,0
resnet50,FP32,16,MAXN,default,inference,128,64,22.184448,21.598030821052628,18.509702400000002,22.109119999999997,1.027151418747665,31.789318536416506,12.106022633033131,0.0,67.562,0.21592512335250982,206.98194387328937,0.9672053452022867,9.581651927000166,214.0,trt-fp32,22.325819134996284,ina3221,22.3606,1
resnet50,FP32,16,MAXN,default,inference,128,64,22.264,21.619277798165136,18.244665599999998,22.18656,1.0298216345547668,31.61307027791077,10.876961616373837,0.0,68.093,0.2263982623926671,205.56147463319996,0.9605676384728971,9.509175660999972,214.0,trt-fp32,22.49180433648887,ina3221,22.4588,2
resnet50,FP16,1,15W,default,inference,128,64,14.162752000000001,13.77057641025641,11.649792,14.140799999999999,1.0284792428479244,16.299842774827454,6.544933550882468,0.0,58.281,0.2705462826024783,90.61691642915115,0.04553613890912118,6.580504391999966,1990.0,trt-fp16,302.07182664046263,ina3221,302.035,0
resnet50,FP16,1,15W,default,inference,128,64,14.162752000000001,13.830232823529412,11.971344,14.162752000000001,1.0240429196466507,16.33179884710714,6.509232694552892,0.0,58.781,0.19971719328186738,91.06531684454185,0.04583055704305076,6.584158061999915,1987.0,trt-fp16,301.64806566849467,ina3221,301.59,1
resnet50,FP16,1,15W,default,inference,128,64,14.241216,13.840883531034484,11.883743999999998,14.201984,1.0289239099561727,17.07617889516874,7.324220238686183,0.0,59.125,0.21284754071492298,91.24544743347562,0.045898112391084316,6.584978826000224,1988.0,trt-fp16,301.80624990781564,ina3221,301.776,2
resnet50,FP16,1,25W,default,inference,128,64,17.7632,17.03858664846416,13.822368,17.72416,1.0425277851083474,20.602923209641812,9.814285006848108,0.0,60.562,0.38484735829174993,112.09995675030034,0.0397095135495219,6.592341727999155,2823.0,trt-fp16,427.58732741173844,ina3221,427.617,0
resnet50,FP16,1,25W,default,inference,128,64,17.568,17.036412705882352,14.050940800000001,17.568,1.031203006366129,22.714861060273737,9.736829081215435,0.0,61.281,0.29334075674961996,112.19957633238613,0.039702610167157155,6.584743675000027,2826.0,trt-fp16,428.6911919140315,ina3221,428.718,1
resnet50,FP16,1,25W,default,inference,128,64,17.568,16.993749870503596,14.02544,17.528959999999998,1.0337918431112807,22.65842471075419,10.737772600863945,0.0,61.875,0.2727800592240492,112.26066625833687,0.03996463732941861,6.5946542830006365,2809.0,trt-fp16,425.47553837767555,ina3221,425.543,2
resnet50,FP16,1,MAXN,default,inference,128,64,19.494912,18.890522391752576,15.706368000000001,19.456,1.0319943300515233,25.403129915186867,11.183843936865939,0.0,62.843,0.37990404749609236,123.87307257250822,0.04045495511838936,6.5481831209999655,3062.0,trt-fp16,467.31356512113916,ina3221,467.257,0
resnet50,FP16,1,MAXN,default,inference,128,64,19.417088,18.83760052079566,15.7298688,19.378176,1.0307622766798041,26.18016471309943,11.094830281834401,0.0,63.343,0.29578890682469733,123.59371379129654,0.04065582690503176,6.550616321999769,3040.0,trt-fp16,463.6815699715288,ina3221,463.706,1
resnet50,FP16,1,MAXN,default,inference,128,64,19.456,18.907739839486357,15.8879552,19.452108799999998,1.028996599549602,26.11715389953017,11.073784133765507,0.0,64.031,0.27885744494821807,123.94877492575546,0.04063894259860835,6.557843550999678,3050.0,trt-fp16,464.6379558521481,ina3221,464.62,2
resnet50,FP16,2,15W,default,inference,128,64,15.182784,14.788449728314239,12.61488,15.182784,1.0266650175596677,18.46788202484377,7.363332226821253,0.0,57.593,0.3439344867311482,97.49106840461107,0.07487793272243554,6.592110507000143,1302.0,trt-fp16,197.43334516217868,ina3221,197.467,0
resnet50,FP16,2,15W,default,inference,128,64,15.182784,14.802353430894309,12.898272,15.143552,1.025700681373523,18.142846241823086,7.369106806701333,0.0,58.406,0.23140182905818327,97.65930147220614,0.07472020005524571,6.5988597750001645,1307.0,trt-fp16,197.9314162248552,ina3221,197.958,1
resnet50,FP16,2,15W,default,inference,128,64,15.182784,14.78223662254025,12.705408,15.182784,1.0270965340149534,19.631485970878884,7.3711997887549305,0.0,59.0,0.2144553700470935,97.73979198138376,0.07466752634177522,6.6027235929996095,1309.0,trt-fp16,198.0879262233298,ina3221,198.126,2
resnet50,FP16,2,25W,default,inference,128,64,19.059264,18.477320660066006,15.246144000000001,19.059264,1.0314950068053814,25.9162117720998,10.886630298845157,0.0,60.906,0.42149385479676926,121.91868455118312,0.06530191995242803,6.602128533999348,1867.0,trt-fp16,282.5494093724515,ina3221,282.57,0
resnet50,FP16,2,25W,default,inference,128,64,19.020288,18.44853122112211,15.334272,19.020288,1.0309919945401005,25.21255099387705,10.861717157787536,0.0,61.718,0.33493701655153363,121.86296238139796,0.06572975317227506,6.606032298999708,1854.0,trt-fp16,280.61417170719113,ina3221,280.669,1
resnet50,FP16,2,25W,default,inference,128,64,19.183616,18.455533862815887,15.1952256,19.059264,1.0394506137073092,25.314044961296556,12.08457482899374,0.0,62.375,0.3186412313250749,122.1293008939918,0.06562563186136045,6.612549898999532,1861.0,trt-fp16,281.32443147568404,ina3221,281.281,2
resnet50,FP16,2,MAXN,default,inference,128,64,21.172159999999998,20.5204128,17.06048,21.133312,1.031760920521053,29.055716634409325,11.194843960966963,0.0,63.593,0.432668328840631,134.91528357864905,0.06725587416682405,6.563861302999612,2006.0,trt-fp16,305.15028631216984,ina3221,305.219,0
resnet50,FP16,2,MAXN,default,inference,128,64,21.13728,20.528418729582576,17.138560000000002,21.098496,1.0296594335120426,29.148815762583737,11.213030679833146,0.0,64.375,0.337510683468836,135.0456084498021,0.06725378906862654,6.569261027999346,2008.0,trt-fp16,305.55585051027447,ina3221,305.614,1
resnet50,FP16,2,MAXN,default,inference,128,64,21.408768,20.593988805860807,17.363039999999998,21.176064,1.0395639330398838,32.07904551715945,12.347433540392167,0.0,65.031,0.31877819995591694,135.20076469747232,0.06736460622694186,6.564763082999889,2007.0,trt-fp16,305.30916315054213,ina3221,305.289,2
resnet50,FP16,4,15W,default,inference,128,64,16.019712,15.496130913996629,12.894336,15.941376,1.0337878589764915,20.581669641294635,9.762885308944435,0.0,57.875,0.3848642915899486,102.37637702126077,0.13295633379384514,6.619028603000515,770.0,trt-fp16,116.2826103639659,ina3221,116.352,0
resnet50,FP16,4,15W,default,inference,128,64,15.941376,15.499373664233579,13.1779136,15.941376,1.0285174320809096,19.54148668262081,9.71120199658013,0.0,58.593,0.2935649828717393,102.34350124193486,0.13325976724210267,6.60254784800054,768.0,trt-fp16,116.2712837389431,ina3221,116.224,1
resnet50,FP16,4,15W,default,inference,128,64,15.980544,15.525693664233575,13.126928,15.966835199999998,1.0292966192431234,19.467046849427987,9.119799176710481,0.0,59.25,0.26540999175004365,102.58482924276836,0.13340029810503037,6.606902171999536,769.0,trt-fp16,116.29743575519552,ina3221,116.303,2
resnet50,FP16,4,25W,default,inference,128,64,20.312064,19.588065745454546,15.6809088,20.278655999999998,1.0369611917763477,29.008907001568428,12.996786579649832,0.0,61.437,0.5010825623945091,129.53637475690675,0.11765338306712693,6.612089145000027,1101.0,trt-fp16,166.50834072629118,ina3221,166.558,0
resnet50,FP16,4,25W,default,inference,128,64,20.350976,19.62922593501805,15.7044096,20.317504,1.0367691557156296,27.54704849321899,13.124877446880394,0.0,62.375,0.40209173910633,129.7543614808668,0.1178513728254921,6.607242562000465,1101.0,trt-fp16,166.54908543268718,ina3221,166.578,1
resnet50,FP16,4,25W,default,inference,128,64,20.356351999999998,19.642651263537907,15.639782400000001,20.356351999999998,1.0363342364982528,26.445588128540443,14.225261247765717,0.0,63.187,0.38643771669821775,129.86200622389163,0.11794914280099149,6.606642110999928,1101.0,trt-fp16,166.53488302054916,ina3221,166.553,2
resnet50,FP16,4,MAXN,default,inference,128,64,22.612479999999998,21.793689942857142,17.566048000000002,22.57376,1.037570051665859,33.25717351190538,14.688767844228712,0.0,64.468,0.4879956830604185,143.4053361340626,0.12183970784542276,6.563441846000387,1177.0,trt-fp16,179.06391015277765,ina3221,179.113,0
resnet50,FP16,4,MAXN,default,inference,128,64,22.6512,21.809585291228068,17.780768000000002,22.57376,1.038589211923733,32.13048369778284,14.76936706208548,0.0,65.375,0.4209094518397069,143.860769259863,0.12222665187753864,6.581776776999504,1177.0,trt-fp16,178.75779023944088,ina3221,178.794,1
resnet50,FP16,4,MAXN,default,inference,128,64,22.612479999999998,21.872251749077492,18.0147072,22.57376,1.0338432576313834,32.279645065566775,13.016706830001034,0.0,66.125,0.37048635351996756,143.54945524218982,0.1223780522098805,6.56224982599997,1173.0,trt-fp16,178.4430580133287,ina3221,178.424,2
resnet50,FP16,8,15W,default,inference,128,64,16.892928,16.173261278911564,13.3743936,16.853824,1.0444973161984847,19.652991827034608,10.007656919178418,0.0,58.0,0.3888623746605665,107.41063380950143,0.24635466470069137,6.641886788999727,436.0,trt-fp16,65.64387797577615,ina3221,65.6964,0
resnet50,FP16,8,15W,default,inference,128,64,16.6192,16.13368885223368,13.4824576,16.6192,1.030093003045556,21.59627027747987,10.529349491787904,0.0,58.968,0.32661007280554955,106.96192954790374,0.2458894932135718,6.621254460000273,435.0,trt-fp16,65.65698903170511,ina3221,65.6769,1
resnet50,FP16,8,15W,default,inference,128,64,16.697408,16.16508387096774,13.3429568,16.658304,1.0329304897692677,22.04978108144884,9.909904380639759,0.0,59.593,0.29588093474368743,107.23059556111888,0.2465071162324572,6.629014093000478,435.0,trt-fp16,65.61879573296204,ina3221,65.6439,2
resnet50,FP16,8,25W,default,inference,128,64,21.369984,20.569944339558575,16.0432128,21.369984,1.0388936230081502,32.474620855541694,14.44677788414866,0.0,62.0,0.5270034543965982,136.26492656775122,0.2166374031283803,6.620124953000413,629.0,trt-fp16,94.86562684610975,ina3221,94.9208,0
resnet50,FP16,8,25W,default,inference,128,64,21.369984,20.62161496402878,16.335696,21.369984,1.0362905154264899,31.27397772554576,13.76198808566277,0.0,63.0,0.4346492009331811,136.608940103489,0.2175301594004602,6.620849113999611,628.0,trt-fp16,94.79257363527961,ina3221,94.7216,1
resnet50,FP16,8,25W,default,inference,128,64,21.486335999999998,20.67798363338789,16.482336,21.447551999999998,1.0390924173722091,31.62676881309022,14.429699823331282,0.0,63.906,0.4052883097759848,136.90890326123215,0.21731571946227327,6.622674745999575,630.0,trt-fp16,95.06770486610043,ina3221,95.0424,2
resnet50,FP16,8,MAXN,default,inference,128,64,22.49472,21.69903672195122,17.673408,22.455936,1.0366690599331467,32.25819270565813,14.54242323387003,0.0,64.843,0.45768331156607095,143.05401646440336,0.2333670741670528,6.593407206999473,613.0,trt-fp16,92.87789332396075,ina3221,92.9017,0
resnet50,FP16,8,MAXN,default,inference,128,64,22.49632,21.76457514742451,17.970112,22.49632,1.0336209113947294,31.733676255940736,14.271579360375316,0.0,65.656,0.38235004683535556,143.6646562824136,0.2351303703476491,6.594231473000036,611.0,trt-fp16,92.51691210969447,ina3221,92.5818,1
resnet50,FP16,8,MAXN,default,inference,128,64,22.4576,21.745153584761905,17.895936000000003,22.41888,1.0327634574969085,32.06976891723157,14.516385863946205,0.0,66.25,0.36647070241885127,143.5243201498182,0.2337529644133847,6.593844414999694,614.0,trt-fp16,93.05857150306389,ina3221,93.0539,2
resnet50,FP16,16,15W,default,inference,128,64,17.244864,16.684247845342707,13.6435712,17.205759999999998,1.0336015240155871,22.562121004941336,9.796209228383029,0.0,58.343,0.427652428882046,111.19276614374141,0.46719649640227484,6.669695704999867,238.0,trt-fp16,35.62573641746331,ina3221,35.6321,0
resnet50,FP16,16,15W,default,inference,128,64,17.244864,16.67846498969072,13.7162688,17.244864,1.0339599004260513,23.40707406205162,10.901167024665876,0.0,59.281,0.3467376769271196,111.56592812288754,0.46876440387767876,6.677607839999837,238.0,trt-fp16,35.59690352539426,ina3221,35.6207,1
resnet50,FP16,16,15W,default,inference,128,64,17.244864,16.7297528832,13.808614400000002,17.244864,1.030790121073293,22.117929538150722,10.90217186067861,0.0,60.062,0.3086046801215064,111.61579451466193,0.468973926532193,6.673844855000425,238.0,trt-fp16,35.624896535400794,ina3221,35.6255,2
resnet50,FP16,16,25W,default,inference,128,64,22.10688,21.242118179310342,16.576185600000002,22.068096,1.0407097735447084,34.8382072298453,15.79014543593416,0.0,62.375,0.5611778876964386,141.4966656519741,0.4211210287261134,6.669136223999885,336.0,trt-fp16,50.34183423924918,ina3221,50.3159,0
resnet50,FP16,16,25W,default,inference,128,64,22.145664,21.230768893693696,16.5292608,22.070400000000003,1.0430928861261384,31.86439405335957,16.379097066300638,0.0,63.468,0.4623365052528833,141.92586769993198,0.4211450080116676,6.6801905459997215,337.0,trt-fp16,50.386532622371625,ina3221,50.3147,1
resnet50,FP16,16,25W,default,inference,128,64,22.14784,21.24631259099099,16.372844800000003,22.14784,1.0424321822974252,31.179628194734427,16.266290289017167,0.0,64.343,0.44872842215864006,141.99045155663075,0.4213366515033553,6.676869369000087,337.0,trt-fp16,50.40680926099434,ina3221,50.4603,2
resnet50,FP16,16,MAXN,default,inference,128,64,22.3008,21.52675632136752,17.64608,22.262016,1.0359572834419164,29.746363145940865,14.951459059999253,0.0,65.125,0.458544106148422,143.5486515636074,0.4586218899795763,6.6651174670005275,313.0,trt-fp16,46.924796827703396,ina3221,46.9784,0
resnet50,FP16,16,MAXN,default,inference,128,64,22.3008,21.55485878719397,17.743679999999998,22.262016,1.034606638817286,32.04529173662881,15.160273383663844,0.0,65.843,0.360928646766796,143.4348034917047,0.4597269342682843,6.64669855000011,312.0,trt-fp16,46.9217626897397,ina3221,46.9924,1
resnet50,FP16,16,MAXN,default,inference,128,64,22.3008,21.55454931397459,17.685119999999998,22.262016,1.034621493363426,31.34924999599743,14.423771816371142,0.0,66.468,0.3459316806404339,143.33814949485458,0.45941714581684157,6.634365939000418,312.0,trt-fp16,46.98577816305032,ina3221,47.0365,2
resnet50,INT8,1,15W,default,inference,128,64,11.314688,11.123633816216216,10.006656000000001,11.314688,1.0171755189842067,11.141051138942597,3.432416318486016,0.0,55.593,0.15015376972802735,73.43259471297381,0.02964577905247227,6.598279492999609,2477.0,trt-int8,375.2516481182595,ina3221,375.229,0
resnet50,INT8,1,15W,default,inference,128,64,11.393536,11.188579905282332,10.108928,11.393536,1.0183183296229492,10.90212448003306,3.2884071558192134,0.0,55.968,0.11789250852231078,73.78877942860714,0.029717591392914678,6.592637147999994,2483.0,trt-int8,376.0980482237514,ina3221,376.165,1
resnet50,INT8,1,15W,default,inference,128,64,11.354111999999999,11.158053555555556,10.042144,11.354111999999999,1.0175710255797101,9.789061361870942,3.6941192933720783,0.0,56.25,0.11815916069756348,73.91033912006905,0.02973062716012432,6.6177807839994784,2486.0,trt-int8,375.1037906983218,ina3221,375.166,2
resnet50,INT8,1,25W,default,inference,128,64,13.517824000000001,13.025590706270627,11.245695999999999,13.439232,1.0377897098741486,14.570884939569334,6.6187082903029415,0.0,57.406,0.24818306184754838,85.98572038772168,0.025083349004586256,6.601770124999348,3428.0,trt-int8,518.9661007525093,ina3221,518.919,0
resnet50,INT8,1,25W,default,inference,128,64,13.321344,13.02882909090909,11.43296,13.321344,1.0224513582187529,13.060755325197864,6.5919545482971165,0.0,57.781,0.1929800120196616,86.09198719351167,0.025298850189101284,6.602068248999785,3403.0,trt-int8,514.9479554025503,ina3221,514.874,1
resnet50,INT8,1,25W,default,inference,128,64,13.399936,13.063092583783785,11.421132799999999,13.36064,1.0257858860033162,14.360530868104773,6.6049616820945785,0.0,58.156,0.17547568315087117,86.41616682416009,0.02519421773299128,6.610676010000134,3430.0,trt-int8,518.8062778909738,ina3221,518.756,2
resnet50,INT8,1,MAXN,default,inference,128,64,14.594304,14.281795523978685,12.5952,14.594304,1.0218815957346976,16.296894109932833,7.043601222149881,0.0,58.875,0.2367168366417369,93.79158863201607,0.025689287491650527,6.557113178000691,3651.0,trt-int8,555.809455468516,ina3221,555.85,0
resnet50,INT8,1,MAXN,default,inference,128,64,14.594304,14.282261876363636,12.67392,14.555072000000001,1.0218482286865762,16.47142754726355,6.528021052351408,0.0,59.343,0.18617461465418483,93.77087878086535,0.025495073077994927,6.564571474000331,3678.0,trt-int8,559.9116075613869,ina3221,559.852,1
resnet50,INT8,1,MAXN,default,inference,128,64,14.555072000000001,14.227720000000001,12.50664,14.555072000000001,1.0230080434532025,13.078482208785772,7.243232529857148,0.0,59.656,0.18557863578731562,93.83962978622645,0.025410135333394653,6.586254528000609,3693.0,trt-int8,560.5891134055253,ina3221,560.623,2
resnet50,INT8,2,15W,default,inference,128,64,12.67392,12.218754527827647,10.8118144,12.634559999999999,1.0372513803379662,13.11888473514699,3.7021502560102055,0.0,55.093,0.2297080993541965,80.59295891458163,0.04316709100941705,6.585846340999524,1867.0,trt-int8,283.16206917637487,ina3221,283.195,0
resnet50,INT8,2,15W,default,inference,128,64,12.43776,12.173816013675212,10.9460736,12.398399999999999,1.0216812859688607,13.845535741284483,3.6832018389713763,0.0,55.562,0.18432925136382672,80.26898114341242,0.04299356247638587,6.591528077000476,1867.0,trt-int8,283.08833750101763,ina3221,283.013,1
resnet50,INT8,2,15W,default,inference,128,64,12.379136,12.137722725274726,10.898688,12.35904,1.0198895031785966,13.066984369343293,3.2856428308257066,0.0,56.062,0.1608042622390486,79.89697664152045,0.04277140077169189,6.582226145999812,1868.0,trt-int8,283.5434910583263,ina3221,283.561,2
resnet50,INT8,2,25W,default,inference,128,64,14.829696,14.45686803656307,12.43776,14.829696,1.0257889857259543,16.307295580769285,6.5461095014553745,0.0,57.625,0.3121929124408746,95.22921142874938,0.036528274426064204,6.586540939999395,2607.0,trt-int8,395.26451418697974,ina3221,395.249,0
resnet50,INT8,2,25W,default,inference,128,64,14.868928,14.519161138840067,12.5952,14.868928,1.0240900185496444,18.006266085236955,7.256106635625349,0.0,58.218,0.2568973530974906,95.71797108502703,0.03672984308711705,6.5865963750002265,2606.0,trt-int8,395.2685266503442,ina3221,395.291,1
resnet50,INT8,2,25W,default,inference,128,64,14.868928,14.477108251748254,12.420048,14.829696,1.027064779888237,16.330271073770316,7.167073499117219,0.0,58.718,0.24580489607790934,95.72619978299007,0.036648621662706764,6.605327418000343,2612.0,trt-int8,394.87871920119983,ina3221,394.834,2
resnet50,INT8,2,MAXN,default,inference,128,64,16.411392,15.992518376811596,13.7359168,16.411392,1.0261918487957313,20.996139075833263,7.513075722564894,0.0,59.718,0.31758755292277363,105.1375650846457,0.03734904621124181,6.566968097999961,2815.0,trt-int8,428.33754931348636,ina3221,428.266,0
resnet50,INT8,2,MAXN,default,inference,128,64,16.411392,16.02138476396396,13.9775872,16.384576000000003,1.0243429167816542,18.381799090463993,7.479085252503444,0.0,60.343,0.2361105147403057,105.03342416465756,0.03748516208588778,6.545282561000022,2802.0,trt-int8,427.42803628116593,ina3221,427.397,1
resnet50,INT8,2,MAXN,default,inference,128,64,16.450560000000003,16.071036512820513,14.1524544,16.42368,1.023615370849088,18.560195489062792,7.481039460681993,0.0,60.906,0.21185256031492583,105.46043704571818,0.03746374317787502,6.562994404999699,2815.0,trt-int8,428.8163248672717,ina3221,428.852,2
resnet50,INT8,4,15W,default,inference,128,64,13.50048,13.163793167883211,11.3284864,13.50048,1.0255767336832844,16.09063606745357,6.523725342355038,0.0,55.812,0.2882156578572789,86.91240643443531,0.07100686800198963,6.602201607999632,1224.0,trt-int8,185.32480407999137,ina3221,185.257,0
resnet50,INT8,4,15W,default,inference,128,64,13.461120000000001,13.154653007194245,11.501952,13.439232,1.023297231225951,14.803612366261847,6.9381363337235875,0.0,56.437,0.22022540417655767,86.84773959589262,0.0708961139558307,6.596735744999933,1225.0,trt-int8,185.64195051121553,ina3221,185.713,1
resnet50,INT8,4,15W,default,inference,128,64,13.461120000000001,13.146907912408759,11.525606400000001,13.439232,1.0239000751876166,13.034677176315789,6.539000946010543,0.0,57.062,0.2066005453756646,86.77679321733788,0.07095404187844472,6.600117683999997,1223.0,trt-int8,185.05952345832392,ina3221,185.13,2
